isbn,genre,cover,title,authors,publisher,year,preco_medio,collection,volume,pages,type,preco_correto
0,Mangás,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/cowboy_bepop_6.jpg,Cowboy Bepop 6,Yutaka Nanten,JBC,1999,257.15,Cowboy Bepop,6,70,Collection,no
0,Mangás,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/usagi_yojimbo.jpg,Usagi Yojimbo,Stan Sakai,Via Lettera,1988,33.53,Usagi Yojimbo,0,100,Collection,no
0,Mangás,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/vida_a_deriva.jpg,Vida à deriva 2,Yoshihiro Tatsumi,Veneta,2021,159.87,Vida à deriva,2,400,Collection,no
0,Mangás,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/vida_a_deriva_1.jpg,Vida à deriva 1,Yoshihiro Tatsumi,Veneta,2021,127.45,Vida à deriva,1,400,Collection,no
0,Crônicas,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/sete_anos.jpg,Sete anos,Fernanda Torres,Companhia das Letras,2014,23.12,No collection,0,200,Collection,no
0,Contos,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/contos_e_lendas_da_europa_medieval.jpg,Contos e lendas da europa medieval,Gilles Massardier,Companhia das Letras,2005,15.52,No collection,0,200,Collection,no
0,Contos,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/contos_e_lendas_da_mitologia_grega.jpg,Contos e lendas da mitologia grega,Claude Pouzadoux,Companhia das Letras,2005,22.76,No collection,0,200,Collection,no
0,Romance,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/the_graveyard_book.jpg,The graveyard book,Niel Gaiman,Harper Collins,2008,30.99,No collection,0,312,Collection,no
0,Crônicas,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/bons_dias_.jpg,Bons dias!,Machado de Assis,Unicamp,2008,29.56,No collection,0,300,Collection,no
0,Romance,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/azul_cobalto.jpg,Azul Cobalto,Maria Teresa Horta,Oficina Raquel,2014,26.95,No collection,0,200,Collection,no
0,Contos,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/the_dangers_of_smoking_in_bed.jpg,The dangers of smoking in bed,Mariana Henriquez,Granta,2017,229.99,No collection,0,200,Collection,no
0,Contos,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/o_vilarejo.jpg,O vilarejo,Raphael Montes,Suma,2015,47.1,No collection,0,200,Collection,no
0,Contos,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/fairy_tales.jpg,Fairy Tales,Hans Andersen,Suma,1998,27.89,No collection,0,300,Collection,no
0,Contos,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/secrecoes__excrecoes_e_desatinos.jpg,"Secreções, excreções e desatinos",Rubem Fonseca,Companhia das Letras,2001,17.94,No collection,0,150,Collection,no
0,Contos,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/todos_os_contos.jpg,Todos os contos,Clarice Lispector,Rocco,2016,117.06,No collection,0,650,Collection,no
0,Contos,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/passaporte_para_a_china.jpg,Passaporte para a China,Lygia Faundes Telles,Companhia das Letras,2011,25.0,No collection,0,90,Collection,no
0,Contos,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/a_noite_escura_e_mais_eu.jpg,A noite escura e mais eu,Lygia Faundes Telles,Companhia das Letras,2011,25.0,No collection,0,90,Collection,no
0,Contos,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/antes_do_baile_verde.jpg,Antes do baile verde,Lygia Faundes Telles,Companhia das Letras,2011,36.57,No collection,0,100,Collection,no
0,Contos,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/seminario_dos_ratos.jpg,Seminário dos ratos,Lygia Faundes Telles,Companhia das Letras,2011,30.95,No collection,0,100,Collection,no
0,Contos,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/a_disciplina_do_amor.jpg,A disciplina do amor,Lygia Faundes Telles,Companhia das Letras,2011,34.15,No collection,0,100,Collection,no
0,Contos,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/contos_e_lendas_dos_cavaleiros_da_tavola_redonda.jpg,Contos e lendas dos cavaleiros da távola redonda,Jacqueline Mirande,Companhia das Letras,2005,16.63,No collection,0,100,Collection,no
0,Contos,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/rastejando_ate_belem.jpg,Rastejando até belém,Joan Didion,Todavia,2005,35.5,No collection,0,100,Collection,no
0,Contos,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/historias_extraordinarias.jpg,Histórias Extraordinárias,Fernando Bonassi,Conrad,2005,17.51,No collection,0,100,Collection,no
0,Contos,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/historias_extraordinarias_.jpg,Histórias Extraordinárias_,Edgar Allan Poe,Nova Fronteira,2005,18.3,No collection,0,100,Collection,no
0,Contos,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/contos_de_fantasmas.jpg,Contos de fantasmas,Daniel Defoe,L&PM,2005,16.21,No collection,0,100,Collection,no
0,Contos,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/o_corvo__corvos_e_o_outro_corvo.jpg,"O corvo, corvos e o outro corvo",Edgar Allan Poe,UFSC,2005,17.84,No collection,0,100,Collection,no
0,Contos,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/amalgama.jpg,Amálgama,Rubem Fonseca,Nova Fronteira,2005,41.17,No collection,0,100,Collection,no
0,Contos,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/o_diabo_e_outras_historias.jpg,O diabo e outras histórias,Liev Tolstói,Companhia das Letras,2005,57.0,No collection,0,100,Collection,no
0,Mangás,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/kimba.jpg,Kimba,Osamu Tezuka,No publisher,0,45.63,Edição histórica,0,0,Wishlist,no
0,Mangás,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/cutie_honey.jpg,Cutie Honey,Go Nagai,No publisher,0,75.92,Edição histórica,0,0,Wishlist,no
0,Mangás,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/devilman_2.jpg,Devilman 2,Go Nagai,No publisher,0,487.5,Edição histórica,2,0,Wishlist,no
0,Mangás,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/devilman_1.jpg,Devilman 1,Go Nagai,No publisher,0,438.15,Devilman,1,0,Wishlist,no
0,Teoria da literatura/linguística,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/e_o_cerebro_criou_o_homem.jpg,E o cérebro criou o homem,Antonio R. Damásio,No publisher,0,108.81,No collection,0,0,Wishlist,no
0,Poesia,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/sobrevivendo_no_inferno.jpg,Sobrevivendo no inferno,Racionais Mc's,Companhia das Letras,0,41.17,No collection,0,0,Collection,no
0,Poesia,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/poemas.jpg,Poemas,T. S. Eliot,Companhia das Letras,0,29.46,No collection,0,0,Collection,no
0,Poesia,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/lira_dos_vinte_anos.jpg,Lira dos vinte anos,Álvares de Azevedo,L&PM,0,13.41,No collection,0,0,Collection,no
0,Poesia,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/cem_sonetos_de_amor.jpg,Cem sonetos de amor,Pablo Neruda,L&PM,0,13.62,No collection,0,0,Collection,no
0,Poesia,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/poemas_italianos.jpg,Poemas italianos,Cecília Meireles,Global,0,50.0,No collection,0,0,Collection,no
0,Poesia,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/morte_e_vida_severina.jpg,Morte e vida severina,João Cabral de Melo Neto,José Olympio,0,40.98,No collection,0,0,Collection,no
0,Contos,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/ghost_stories.jpg,Ghost Stories,M. R. James,José Olympio,0,44.64,No collection,0,0,Collection,no
0,Poesia,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/toda_poesia.jpg,Toda poesia,Paulo Leminski,Companhia das Letras,0,215.52,No collection,0,0,Collection,no
0,Poesia,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/antologia_poetica.jpg,Antologia Poética,Luci Collin,Kotter,0,40.56,Antologicos,0,0,Collection,no
0,Romance,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/o_mochileiro_das_galaxias_5.jpg,O mochileiro das galáxias 5,Douglas Adams,Arqueiro,0,33.49,O mochileiro das galáxias,5,0,Collection,no
0,Romance,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/o_mochileiro_das_galaxias_4.jpg,O mochileiro das galáxias 4,Douglas Adams,Arqueiro,0,13.73,O mochileiro das galáxias,4,0,Collection,no
0,Romance,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/o_mochileiro_das_galaxias_3.jpg,O mochileiro das galáxias 3,Douglas Adams,Arqueiro,0,18.56,O mochileiro das galáxias,3,0,Collection,no
0,Romance,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/o_mochileiro_das_galaxias_2.jpg,O mochileiro das galáxias 2,Douglas Adams,Arqueiro,0,17.38,O mochileiro das galáxias,2,0,Collection,no
0,Romance,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/o_mochileiro_das_galaxias_1.jpg,O mochileiro das galáxias 1,Douglas Adams,Arqueiro,0,24.51,O mochileiro das galáxias,1,0,Collection,no
0,Romance,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/princesa_pop.jpg,Princesa pop,Rachel Cohn,Galera,0,14.54,No collection,0,0,Collection,no
0,Romance,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/jornada_nas_estrelas__insurreicao.jpg,Jornada nas estrelas: insurreição,J. M. Dillard,Sci-fi,0,19.92,No collection,0,0,Collection,no
0,Romance,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/avatar__a_ascensao_de_kyoshi.jpg,Avatar: A ascensão de Kyoshi,F. C. Yee,Planeta,0,52.64,Avatar,0,0,Collection,no
0,Romance,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/avatar__a_escuridao_de_kyoshi.jpg,Avatar: A escuridão de Kyoshi,F. C. Yee,Planeta,0,55.88,Avatar,0,0,Collection,no
0,Romance,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/halo__first_strike.jpg,Halo: First strike,Eric Nylund,Orbit,0,42.0,Halo,0,0,Collection,no
0,Romance,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/querido_diario_otario_9.jpg,Querido diário otário 9,Jim Benton,Fundamento,0,47.3,Querido diário otário,0,0,Collection,no
0,Romance,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/querido_diario_otario_5.jpg,Querido diário otário 5,Jim Benton,Fundamento,0,40.26,Querido diário otário,0,0,Collection,no
0,Romance,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/na_pista_do_conde_krinkodemo.jpg,Na pista do conde krinkodemo,Gary Morecambe,Companhia das Letras,0,14.8,Conde Krinkodemo,1,0,Collection,no
0,Romance,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/o_retorno_do_conde_krinkodemo.jpg,O retorno do conde krinkodemo,Gary Morecambe,Companhia das Letras,0,13.55,Conde Krinkodemo,2,0,Collection,no
0,Romance,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/clube_da_luta.jpg,Clube da Luta,Chuck Palahniuk,Leya,0,93.79,No collection,0,0,Collection,no
0,Romance,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/climax.jpg,Clímax,Chuck Palahniuk,Leya,0,22.93,No collection,0,0,Collection,no
0,Romance,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/cronicas_das_guerras_de_lodoss_5.jpg,Crônicas das Guerras de Lodoss 5,Ryo Mizuno,New Pop,0,30.44,Crônicas das Guerras de Lodoss,5,0,Collection,no
0,Romance,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/cronicas_das_guerras_de_lodoss_4.jpg,Crônicas das Guerras de Lodoss 4,Ryo Mizuno,New Pop,0,34.9,Crônicas das Guerras de Lodoss,4,0,Collection,no
0,Romance,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/cronicas_das_guerras_de_lodoss_3.jpg,Crônicas das Guerras de Lodoss 3,Ryo Mizuno,New Pop,0,34.9,Crônicas das Guerras de Lodoss,3,0,Collection,no
0,Romance,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/cronicas_das_guerras_de_lodoss_2.jpg,Crônicas das Guerras de Lodoss 2,Ryo Mizuno,New Pop,0,27.45,Crônicas das Guerras de Lodoss,2,0,Collection,no
0,Romance,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/cronicas_das_guerras_de_lodoss_1.jpg,Crônicas das Guerras de Lodoss 1,Ryo Mizuno,New Pop,0,27.45,Crônicas das Guerras de Lodoss,1,0,Collection,no
0,Romance,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/cronicas_das_guerras_de_lodoss_6.jpg,Crônicas das Guerras de Lodoss 6,Ryo Mizuno,New Pop,0,32.44,Crônicas das Guerras de Lodoss,6,0,Collection,no
0,Romance,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/cronicas_das_guerras_de_lodoss_7.jpg,Crônicas das Guerras de Lodoss 7,Ryo Mizuno,New Pop,0,44.95,Crônicas das Guerras de Lodoss,7,0,Collection,no
0,Romance,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/depois_daquela_viagem.jpg,Depois daquela viagem,Valéria Piassa Polizzi,Ática,0,16.63,No collection,0,0,Collection,no
0,Romance,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/coracao_de_tinta.jpg,Coração de tinta,Cornelia Funke,Companhia das Letras,0,37.48,Mundo de tinta,1,0,Collection,no
0,Romance,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/o_senhor_dos_ladroes.jpg,O senhor dos ladrões,Cornelia Funke,Companhia das Letras,0,20.0,No collection,0,0,Collection,no
0,Infantil,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/meu_primeiro_livro_do_corpo_humano.jpg,Meu primeiro livro do corpo humano,Mauricio de Sousa,Girassol,0,23.19,Turma da Mônica,0,0,Collection,no
0,Infantil,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/o_grande_livro_de_libras.jpg,O grande livro de libras,Mauricio de Sousa,Camelot,0,18.59,Turma da Mônica,0,0,Collection,no
0,Infantil,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/contos_de_andersen__grimm_e_perrault.jpg,"Contos de Andersen, Grimm e Perrault",Mauricio de Sousa,Girassol,0,22.77,Turma da Mônica,0,0,Collection,no
0,Infantil,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/contos_da_carochinha.jpg,Contos da Carochinha,Mauricio de Sousa,Girassol,0,43.32,Turma da Mônica,0,0,Collection,no
0,Infantil,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/fabulas_inesqueciveis.jpg,Fábulas Inesquecíveis,Mauricio de Sousa,Girassol,0,34.42,Turma da Mônica,0,0,Collection,no
0,Infantil,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/fabulas.jpg,Fábulas,Liev Tolstói,Companhia das Letras,0,43.38,No collection,0,0,Collection,no
0,Infantil,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/manual_do_cientista_do_franjinha.jpg,Manual do Cientista do Franjinha,Mauricio de Sousa,Globo,0,102.36,Turma da Mônica,0,0,Collection,no
0,Infantil,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/cachorrologia.jpg,Cachorrologia,Felix Osborne,Pé da letra,0,21.18,No collection,0,0,Collection,no
0,Infantil,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/gatologia.jpg,Gatologia,Ruby Foster,Pé da letra,0,17.2,No collection,0,0,Collection,no
0,Infantil,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/the_neverending_story.jpg,The neverending story,Michael Ende,Firebird,0,70.0,No collection,0,0,Collection,no
0,Infantil,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/a_volta_dos_gatos_alados.jpg,A volta dos gatos alados,Ursula K. Le Guin,Ática,0,39.0,Gatos alados,2,0,Collection,no
0,Infantil,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/aventuras_e_perigos_de_um_copo_d_agua.jpg,Aventuras e perigos de um copo d'água,Julieta de Godoy Ladeira,Atual,0,15.24,No collection,0,0,Collection,no
0,Infantil,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/gatos_alados.jpg,Gatos Alados,Ursula K. Le Guin,Ática,0,35.03,Gatos Alados,1,0,Collection,no
0,Infantil,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/o_segredo_da_amizade.jpg,O segredo da amizade,Wagner Costa,Moderna,0,22.08,No collection,0,0,Collection,no
0,Infantil,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/ciranda_do_tempo.jpg,Ciranda do tempo,Jussara Braga,Editora do Brasil,0,12.5,No collection,0,0,Collection,no
0,Infantil,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/a_bolsa_amarela.jpg,A bolsa amarela,Lygia Bojunga,Agir,0,49.81,No collection,0,0,Collection,no
0,Infantil,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/quando_tenho_medo.jpg,Quando tenho medo,Cornelia Maude Spelman,Todolivro,0,13.63,Como eu me sinto,0,0,Collection,no
0,Infantil,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/quando_sinto_sua_falta.jpg,Quando sinto sua falta,Cornelia Maude Spelman,Todolivro,0,15.19,Como eu me sinto,0,0,Collection,no
0,Infantil,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/quando_me_sinto_bem.jpg,Quando me sinto bem,Cornelia Maude Spelman,Todolivro,0,14.67,Como eu me sinto,0,0,Collection,no
0,Infantil,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/quando_me_importo_com_os_outros.jpg,Quando me importo com os outros,Cornelia Maude Spelman,Todolivro,0,16.57,Como eu me sinto,0,0,Collection,no
0,Infantil,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/quando_estou_zangado.jpg,Quando estou zangado,Cornelia Maude Spelman,Todolivro,0,13.53,Como eu me sinto,0,0,Collection,no
0,Infantil,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/quando_estou_com_ciume.jpg,Quando estou com ciúme,Cornelia Maude Spelman,Todolivro,0,12.86,Como eu me sinto,0,0,Collection,no
0,Infantil,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/quando_estou_triste.jpg,Quando estou triste,Cornelia Maude Spelman,Todolivro,0,22.7,Como eu me sinto,0,0,Collection,no
0,Infantil,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/a_grande_caixa_de_livrinhos_do_bebe.jpg,A grande caixa de livrinhos do bebê,Janet e Allan Ahlberg,Companhia das Letras,0,80.91,No collection,0,0,Collection,no
0,Infantil,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/ten_timid_ghosts.jpg,Ten Timid Ghosts,Jennifer O'Connell,Scholastic,0,24.99,No collection,0,0,Collection,no
0,Infantil,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/nem_sonhando_.jpg,Nem sonhando!,Beatrice Alemagna,Companhia das Letras,0,33.61,No collection,0,0,Collection,no
0,Infantil,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/ernesto.jpg,Ernesto,Blandina Franco,Companhia das Letras,0,112.09,No collection,0,0,Collection,no
0,Infantil,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/bale__uma_introducao_para_criancas.jpg,Balé: uma introdução para crianças,Laura Lee,Panda,0,79.81,No collection,0,0,Collection,no
0,Infantil,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/menino_brinca_de_boneca_.jpg,Menino brinca de boneca?,Marcos Ribeiro,Biblioteca da escola,0,17.42,No collection,0,0,Collection,no
0,Infantil,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/o_grande_livro_do_medo.jpg,O grande livro do medo,Xavier Valls,Ciranda Cultura,0,21.0,No collection,0,0,Collection,no
0,Infantil,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/um_gato_chamado_gatinho.jpg,Um gato chamado gatinho,Ferreira Gullar,Salamandra,0,24.57,No collection,0,0,Collection,no
0,Infantil,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/o_sapo_batista.jpg,O sapo batista,Vanessa Kalil,Melhoramentos,0,14.32,No collection,0,0,Collection,no
0,Infantil,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/que_frio_.jpg,Que frio!,Ronni dos Santos Oliveira,Scipione,0,13.61,No collection,0,0,Collection,no
0,Infantil,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/o_grilinho_brincalhao.jpg,O grilinho brincalhão,Luzia Machado Brandão,Xuê,0,11.5,No collection,0,0,Collection,no
0,Infantil,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/verde_te_quero_verde.jpg,Verde te quero verde,Esther González Bayón,Edelbra,0,49.24,No collection,0,0,Collection,no
0,Infantil,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/as_aventuras_de_pedro_coelho.jpg,As aventuras de Pedro Coelho,Beatrix Potter,Edelbra,0,96.99,Pedro coelho,0,0,Collection,no
0,Infantil,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/xuxa_e_os_duendes.jpg,Xuxa e os duendes,Marielise Ferreira,Edelbra,0,47.75,No collection,0,0,Collection,no
0,Infantil,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/aventura_estelar.jpg,Aventura Estelar,Robert Schechter,Edelbra,0,15.7,Livro de histórias - Looney Tunes,0,0,Collection,no
0,Infantil,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/o_novo_nariz_do_imperador.jpg,O novo nariz do imperador,Julie McNally,Edelbra,0,41.69,Livro de histórias - Looney Tunes,0,0,Collection,no
0,Infantil,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/an_anthology_of_intriguing_animals.jpg,An anthology of intriguing Animals,Ben Hoare,DK,0,130.0,No collection,0,0,Collection,no
0,Infantil,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/der_gestiefelte_kater.jpg,Der Gestiefelte Kater,Erich Kastner,Atrium Verlag,0,97.9,No collection,0,0,Collection,no
0,Infantil,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/a_grande_aventura_de_guru.jpg,A grande aventura de guru,A. A. Milne,Brimar,0,10.0,O ursinho puff e seus amigos,0,0,Collection,no
0,Infantil,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/historias_greco_romanas.jpg,Histórias greco romanas,Ana Maria Machado,FTD,0,35.37,Histórias de outras terras,0,0,Collection,no
0,Infantil,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/historias_chinesas.jpg,Histórias chinesas,Ana Maria Machado,FTD,0,24.73,Histórias de outras terras,0,0,Collection,no
0,Infantil,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/historias_russas.jpg,Histórias russas,Ana Maria Machado,FTD,0,48.3,Histórias de outras terras,0,0,Collection,no
0,Infantil,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/magos__fadas_e_bruxas.jpg,"Magos, fadas e bruxas",Heloisa Prado,Companhia das Letras,0,10.0,No collection,0,0,Collection,no
0,Infantil,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/o_gato_detetive.jpg,O gato detetive,Raul Drewnick,Lazuli,0,10.0,No collection,0,0,Collection,no
0,Infantil,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/lig_e_o_gato_de_rabo_complicado.jpg,Lig e o gato de rabo complicado,Ana Miranda,Lazuli,0,60.0,No collection,0,0,Collection,no
0,Infantil,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/eu_e_minha_mamae.jpg,Eu e minha mamãe,Alison Ritchie,Ciranda Cultural,0,30.19,No collection,0,0,Collection,no
0,Infantil,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/os_pequenos_girassois_da_mamae.jpg,Os pequenos girassóis da mamãe,Angela McAllister,Ciranda Cultural,0,27.73,No collection,0,0,Collection,no
0,Infantil,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/eu_e_o_meu_papai.jpg,Eu e o meu papai,Alison Ritchie,Ciranda Cultural,0,26.99,No collection,0,0,Collection,no
0,Infantil,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/eu_consigo.jpg,Eu consigo,Tracey Corderoy,Ciranda Cultural,0,20.0,No collection,0,0,Collection,no
0,Infantil,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/pooh_s_secret_garden.jpg,Pooh's Secret Garden,Catherine Hapka,Disney Press,0,20.5,No collection,0,0,Collection,no
0,Infantil,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/meus_porquinhos.jpg,Meus porquinhos,Audrey Wood,Disney Press,0,10.0,No collection,0,0,Collection,no
0,Infantil,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/aladim_e_outros_contos_de_as_mil_e_uma_noites.jpg,Aladim e outros contos de as mil e uma noites,Rosalind Kerven,Companhia das Letras,0,35.38,No collection,0,0,Collection,no
0,Romance,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/a_bomba.jpg,A bomba,Frank Harris,Conrad,0,18.31,No collection,0,0,Collection,no
0,Romance,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/sem_pecado.jpg,Sem Pecado,Ana Miranda,Companhia das Letras,0,18.59,No collection,0,0,Collection,no
0,Romance,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/alabaster.jpg,Alabaster,Caitlin R. Kierman,Dark Horse,0,106.7,No collection,0,0,Collection,no
0,Romance,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/triste_fim_de_policarpo_quaresma.jpg,Triste fim de policarpo quaresma,Lima Barreto,UFPR,0,12.48,No collection,0,0,Collection,no
0,Romance,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/humilhados_e_ofendidos.jpg,Humilhados e ofendidos,Fiódor Dostoiévski,UFPR,0,31.34,No collection,0,0,Collection,no
0,Romance,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/deuses_americanos.jpg,Deuses Americanos,Neil Gaiman,Intrínseca,0,41.91,No collection,0,0,Collection,no
0,Romance,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/coisas_frageis_1.jpg,Coisas Frágeis 1,Niel Gaiman,Conrad,0,59.4,Coisas Frágeis,1,0,Collection,no
0,Romance,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/coisas_frageis_2.jpg,Coisas Frágeis 2,Niel Gaiman,Conrad,0,24.29,Coisas Frágeis,2,0,Collection,no
0,Romance,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/o_iluminado.jpg,O iluminado,Stephen King,Suma,0,120.98,No collection,0,0,Collection,no
0,Romance,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/tudo_e_eventual.jpg,Tudo é eventual,Stephen King,Suma,0,61.01,No collection,0,0,Collection,no
0,Romance,https://raw.githubusercontent.com/a-ruivo/books_catalog/main/images/o_oceano_no_fim_do_caminho.jpg,O oceano no fim do caminho,Niel Gaiman,Intrínseca,0,25.99,No collection,0,0,Collection,no
